building_id,metric,model,MAE,MAPE,n_obs
Lamb_education_Manuel,power_active_kw,hour_of_week_profile,6.1609,80.6291,1752
Lamb_education_Manuel,power_active_kw,seasonal_naive_168h,2.6796,44.7603,1752
Lamb_education_Marc,power_active_kw,hour_of_week_profile,10.7679,1116.2424,1752
Lamb_education_Marc,power_active_kw,seasonal_naive_168h,3.2632,2863.0681,1752
Lamb_education_Maritza,power_active_kw,hour_of_week_profile,3.0403,36.6226,1752
Lamb_education_Maritza,power_active_kw,seasonal_naive_168h,1.736,23.3249,1752
Lamb_education_Maxwell,power_active_kw,hour_of_week_profile,4.8005,84.5142,1752
Lamb_education_Maxwell,power_active_kw,seasonal_naive_168h,1.4857,34.5062,1752
Lamb_education_Mckenzie,power_active_kw,hour_of_week_profile,29.3934,50.9675,1752
Lamb_education_Mckenzie,power_active_kw,seasonal_naive_168h,21.579,34.9935,1752
Lamb_education_Moses,power_active_kw,hour_of_week_profile,4.0239,44.2328,1752
Lamb_education_Moses,power_active_kw,seasonal_naive_168h,2.4996,30.1544,1752
Lamb_education_Norris,power_active_kw,hour_of_week_profile,2.4156,37.0575,1752
Lamb_education_Norris,power_active_kw,seasonal_naive_168h,2.2941,40.792,1752
Lamb_education_Philomena,power_active_kw,hour_of_week_profile,35.612,53.8524,1752
Lamb_education_Philomena,power_active_kw,seasonal_naive_168h,25.7569,39.7157,1752
Lamb_education_Princess,power_active_kw,hour_of_week_profile,6.3605,83.0939,1752
Lamb_education_Princess,power_active_kw,seasonal_naive_168h,2.6347,50.4214,1752
Lamb_education_Randal,power_active_kw,hour_of_week_profile,4.4791,38.0512,1752
Lamb_education_Randal,power_active_kw,seasonal_naive_168h,2.7926,28.7624,1752
Lamb_education_Rick,power_active_kw,hour_of_week_profile,5.5543,79.9882,1752
Lamb_education_Rick,power_active_kw,seasonal_naive_168h,2.7116,56.8135,1752
Lamb_education_Robin,power_active_kw,hour_of_week_profile,24.1643,46.9599,1752
Lamb_education_Robin,power_active_kw,seasonal_naive_168h,19.7823,45.1358,1752
Lamb_education_Rodrigo,power_active_kw,hour_of_week_profile,23.8784,49.1092,1752
Lamb_education_Rodrigo,power_active_kw,seasonal_naive_168h,17.804,35.959,1752
Lamb_education_Sabrina,power_active_kw,hour_of_week_profile,2.2778,48.0553,1752
Lamb_education_Sabrina,power_active_kw,seasonal_naive_168h,1.5939,49.9829,1752
Lamb_education_Sara,power_active_kw,hour_of_week_profile,24.339,58.6526,1752
Lamb_education_Sara,power_active_kw,seasonal_naive_168h,19.287,63.4414,1752
Lamb_education_Stefan,power_active_kw,hour_of_week_profile,6.2955,80.6141,1752
Lamb_education_Stefan,power_active_kw,seasonal_naive_168h,3.2853,88.8426,1752
Lamb_education_Sunny,power_active_kw,hour_of_week_profile,4.7929,49.2236,1752
Lamb_education_Sunny,power_active_kw,seasonal_naive_168h,3.2801,64.0337,1752
Lamb_education_Sylvester,power_active_kw,hour_of_week_profile,2.0629,46.2585,1752
Lamb_education_Sylvester,power_active_kw,seasonal_naive_168h,1.3825,48.8484,1752
Lamb_education_Terina,power_active_kw,hour_of_week_profile,52.6537,7254.9902,1752
Lamb_education_Terina,power_active_kw,seasonal_naive_168h,44.6304,6888.4951,1752
Lamb_education_Traci,power_active_kw,hour_of_week_profile,1.9204,53.319,1752
Lamb_education_Traci,power_active_kw,seasonal_naive_168h,1.4318,71.0518,1752
Lamb_education_Vaughn,power_active_kw,hour_of_week_profile,1.2898,39.5767,1752
Lamb_education_Vaughn,power_active_kw,seasonal_naive_168h,1.2508,30.9893,1752
Lamb_education_Willetta,power_active_kw,hour_of_week_profile,0.1936,99.9969,1752
Lamb_education_Willetta,power_active_kw,seasonal_naive_168h,0.1936,99.9969,1752
Lamb_education_Williams,power_active_kw,hour_of_week_profile,17.1799,50.0891,1752
Lamb_education_Williams,power_active_kw,seasonal_naive_168h,15.0383,52.7766,1752
Lamb_office_Bertha,power_active_kw,hour_of_week_profile,64.7321,69.7848,1752
Lamb_office_Bertha,power_active_kw,seasonal_naive_168h,4.713,5.3762,1752
Lamb_office_Caitlin,power_active_kw,hour_of_week_profile,38.4546,72.9773,1752
Lamb_office_Caitlin,power_active_kw,seasonal_naive_168h,8.9947,30.106,1752
Lamb_office_Callie,power_active_kw,hour_of_week_profile,2.3299,0.0,1752
Lamb_office_Callie,power_active_kw,seasonal_naive_168h,0.0,0.0,1752
Lamb_office_Gerardo,power_active_kw,hour_of_week_profile,7.5312,79.3042,1752
Lamb_office_Gerardo,power_active_kw,seasonal_naive_168h,3.4505,51.9878,1752
Lamb_office_Kerry,power_active_kw,hour_of_week_profile,0.4929,79.7806,1752
Lamb_office_Kerry,power_active_kw,seasonal_naive_168h,0.1267,34.7677,1752
Lamb_office_Maggie,power_active_kw,hour_of_week_profile,2.4343,83.808,1752
Lamb_office_Maggie,power_active_kw,seasonal_naive_168h,1.3901,92.7333,1752
Lamb_office_Peggy,power_active_kw,hour_of_week_profile,0.4154,71.829,1752
Lamb_office_Peggy,power_active_kw,seasonal_naive_168h,0.0925,23.7391,1752
Lamb_office_Raymond,power_active_kw,hour_of_week_profile,4.7064,74.8102,1752
Lamb_office_Raymond,power_active_kw,seasonal_naive_168h,2.1722,62.7505,1752
Lamb_office_Stefani,power_active_kw,hour_of_week_profile,7.3886,0.0,1752
Lamb_office_Stefani,power_active_kw,seasonal_naive_168h,0.0,0.0,1752
Lamb_office_Vasiliki,power_active_kw,hour_of_week_profile,176.0313,46.9203,1752
Lamb_office_Vasiliki,power_active_kw,seasonal_naive_168h,24.8391,6.8232,1752
Lamb_office_Velma,power_active_kw,hour_of_week_profile,57.6907,48.8139,1752
Lamb_office_Velma,power_active_kw,seasonal_naive_168h,15.1863,14.202,1752
Moose_education_Abbie,power_active_kw,hour_of_week_profile,255.9248,6.6221,1746
Moose_education_Abbie,power_active_kw,seasonal_naive_168h,162.4042,4.006,1720
Moose_education_Clark,power_active_kw,hour_of_week_profile,266.1231,9.8311,1746
Moose_education_Clark,power_active_kw,seasonal_naive_168h,225.4467,8.0738,1720
Moose_education_Diane,power_active_kw,hour_of_week_profile,3922.9531,67.8762,1746
Moose_education_Diane,power_active_kw,seasonal_naive_168h,138.3437,2.4647,1720
Moose_education_Florence,power_active_kw,hour_of_week_profile,164.8858,14.0455,1746
Moose_education_Florence,power_active_kw,seasonal_naive_168h,88.4812,7.8965,1720
Moose_education_Gladys,power_active_kw,hour_of_week_profile,283.1719,8.3725,1735
Moose_education_Gladys,power_active_kw,seasonal_naive_168h,230.1783,6.8054,1733
Moose_education_Leland,power_active_kw,hour_of_week_profile,1962.6077,52.6899,1746
Moose_education_Leland,power_active_kw,seasonal_naive_168h,119.9041,3.4033,1720
Moose_education_Lori,power_active_kw,hour_of_week_profile,109.8095,12.6251,1735
Moose_education_Lori,power_active_kw,seasonal_naive_168h,66.4584,7.876,1733
Moose_education_Maria,power_active_kw,hour_of_week_profile,348.0264,10.522,1734
Moose_education_Maria,power_active_kw,seasonal_naive_168h,73.951,2.2425,1732
Moose_education_Marina,power_active_kw,hour_of_week_profile,19.6258,13.1628,1746
Moose_education_Marina,power_active_kw,seasonal_naive_168h,16.7733,11.8234,1720
Moose_education_Marlon,power_active_kw,hour_of_week_profile,92.9569,16.1424,1746
Moose_education_Marlon,power_active_kw,seasonal_naive_168h,66.8591,11.0394,1720
Moose_education_Rene,power_active_kw,hour_of_week_profile,205.526,13.8056,1746
Moose_education_Rene,power_active_kw,seasonal_naive_168h,135.7953,10.5568,1720
Moose_education_Ricardo,power_active_kw,hour_of_week_profile,135.0161,10.7241,1752
Moose_education_Ricardo,power_active_kw,seasonal_naive_168h,64.8445,5.2885,1752
Panther_education_Alecia,power_active_kw,hour_of_week_profile,22.9529,12.702,1750
Panther_education_Alecia,power_active_kw,seasonal_naive_168h,28.2352,14.796,1750
Panther_education_Annetta,power_active_kw,hour_of_week_profile,14.4744,14.3366,1750
Panther_education_Annetta,power_active_kw,seasonal_naive_168h,16.5214,16.1942,1750
Panther_education_Aurora,power_active_kw,hour_of_week_profile,15.6191,16.6066,1750
Panther_education_Aurora,power_active_kw,seasonal_naive_168h,16.7868,17.7147,1750
Panther_education_Cleopatra,power_active_kw,hour_of_week_profile,9.7726,29.3145,1750
Panther_education_Cleopatra,power_active_kw,seasonal_naive_168h,7.0181,26.9164,1750
Panther_education_Diann,power_active_kw,hour_of_week_profile,20.795,43.6027,1750
Panther_education_Diann,power_active_kw,seasonal_naive_168h,17.2917,32.3625,1750
Panther_education_Edna,power_active_kw,hour_of_week_profile,21.7779,21.8531,1749
Panther_education_Edna,power_active_kw,seasonal_naive_168h,11.1221,9.791,1744
Panther_education_Emily,power_active_kw,hour_of_week_profile,27.3956,19.5821,1750
Panther_education_Emily,power_active_kw,seasonal_naive_168h,28.8629,20.9484,1750
Panther_education_Enriqueta,power_active_kw,hour_of_week_profile,20.87,20.361,1744
Panther_education_Enriqueta,power_active_kw,seasonal_naive_168h,22.2834,23.9829,1737
Panther_education_Genevieve,power_active_kw,hour_of_week_profile,30.1341,10.2317,1675
Panther_education_Genevieve,power_active_kw,seasonal_naive_168h,18.2099,6.2773,1675
Panther_education_Gina,power_active_kw,hour_of_week_profile,68.3658,20.5724,1750
Panther_education_Gina,power_active_kw,seasonal_naive_168h,9.441,2.8216,1750
Panther_education_Hugh,power_active_kw,hour_of_week_profile,32.3284,5.1206,1750
Panther_education_Hugh,power_active_kw,seasonal_naive_168h,27.1656,4.4037,1750
Panther_education_Ivan,power_active_kw,hour_of_week_profile,13.8558,8.794,1750
Panther_education_Ivan,power_active_kw,seasonal_naive_168h,17.1408,11.3558,1750
Panther_education_Janis,power_active_kw,hour_of_week_profile,6.9872,35.1807,1750
Panther_education_Janis,power_active_kw,seasonal_naive_168h,8.3203,37.8397,1749
Panther_education_Jerome,power_active_kw,hour_of_week_profile,13.522,2.765,1750
Panther_education_Jerome,power_active_kw,seasonal_naive_168h,13.1897,2.6871,1750
Panther_education_Jonathan,power_active_kw,hour_of_week_profile,4.9358,28.9243,1750
Panther_education_Jonathan,power_active_kw,seasonal_naive_168h,2.0217,16.5626,1750
Panther_education_Karri,power_active_kw,hour_of_week_profile,29.3044,7.9934,1686
Panther_education_Karri,power_active_kw,seasonal_naive_168h,16.7164,4.3809,1686
Panther_education_Mattie,power_active_kw,hour_of_week_profile,2.2815,46.6621,1750
Panther_education_Mattie,power_active_kw,seasonal_naive_168h,3.0337,62.1993,1750
Panther_education_Misty,power_active_kw,hour_of_week_profile,8.0792,37.2486,1748
Panther_education_Misty,power_active_kw,seasonal_naive_168h,8.4022,35.5609,1740
Panther_education_Mohammad,power_active_kw,hour_of_week_profile,15.5098,11.6927,1750
Panther_education_Mohammad,power_active_kw,seasonal_naive_168h,15.7184,11.5438,1750
Panther_education_Neal,power_active_kw,hour_of_week_profile,69.0213,27.7954,1750
Panther_education_Neal,power_active_kw,seasonal_naive_168h,55.0338,22.8639,1750
Panther_education_Quintin,power_active_kw,hour_of_week_profile,40.8328,12.8892,1750
Panther_education_Quintin,power_active_kw,seasonal_naive_168h,51.5075,16.6985,1750
Panther_education_Rosalie,power_active_kw,hour_of_week_profile,7.5748,12.3798,1748
Panther_education_Rosalie,power_active_kw,seasonal_naive_168h,9.2632,15.8229,1740
Panther_education_Scarlett,power_active_kw,hour_of_week_profile,4.3147,20.3917,1750
Panther_education_Scarlett,power_active_kw,seasonal_naive_168h,4.4707,21.4408,1750
Panther_education_Shelton,power_active_kw,hour_of_week_profile,22.761,18.565,1750
Panther_education_Shelton,power_active_kw,seasonal_naive_168h,20.1696,18.0862,1750
Panther_education_Sophia,power_active_kw,hour_of_week_profile,13.5548,8.9405,1750
Panther_education_Sophia,power_active_kw,seasonal_naive_168h,4.242,2.9079,1750
Panther_education_Teofila,power_active_kw,hour_of_week_profile,30.2684,18.4472,1750
Panther_education_Teofila,power_active_kw,seasonal_naive_168h,29.5927,19.0433,1750
Panther_education_Tina,power_active_kw,hour_of_week_profile,3.3468,116.2835,1750
Panther_education_Tina,power_active_kw,seasonal_naive_168h,2.6493,74.2554,1750
Panther_education_Vincent,power_active_kw,hour_of_week_profile,18.2278,17.0252,1750
Panther_education_Vincent,power_active_kw,seasonal_naive_168h,17.4012,16.4406,1750
Panther_education_Violet,power_active_kw,hour_of_week_profile,15.6474,11.8586,1750
Panther_education_Violet,power_active_kw,seasonal_naive_168h,10.6257,7.8258,1750
Panther_education_Zelda,power_active_kw,hour_of_week_profile,12.9001,19.0805,1750
Panther_education_Zelda,power_active_kw,seasonal_naive_168h,11.915,17.6479,1750
Panther_office_Antonette,power_active_kw,hour_of_week_profile,10.9507,25.9941,1750
Panther_office_Antonette,power_active_kw,seasonal_naive_168h,4.511,11.4377,1750
Panther_office_Brent,power_active_kw,hour_of_week_profile,5.5202,66.3917,1654
Panther_office_Brent,power_active_kw,seasonal_naive_168h,6.0345,82.5579,1654
Panther_office_Catherine,power_active_kw,hour_of_week_profile,6.7885,14.9219,1750
Panther_office_Catherine,power_active_kw,seasonal_naive_168h,8.9369,19.4564,1750
Panther_office_Christian,power_active_kw,hour_of_week_profile,8.768,22.0917,1750
Panther_office_Christian,power_active_kw,seasonal_naive_168h,7.7763,22.4321,1750
Panther_office_Christin,power_active_kw,hour_of_week_profile,5.2426,1100.5007,1750
Panther_office_Christin,power_active_kw,seasonal_naive_168h,0.0326,7.3005,1750
Panther_office_Clementine,power_active_kw,hour_of_week_profile,5.4684,11.162,1750
Panther_office_Clementine,power_active_kw,seasonal_naive_168h,6.1938,13.2408,1750
Panther_office_Danica,power_active_kw,hour_of_week_profile,1.5787,46.1198,1750
Panther_office_Danica,power_active_kw,seasonal_naive_168h,1.525,39.381,1750
Panther_office_Garth,power_active_kw,hour_of_week_profile,5.7805,10.3126,1750
Panther_office_Garth,power_active_kw,seasonal_naive_168h,6.566,12.2098,1750
Panther_office_Graham,power_active_kw,hour_of_week_profile,9.9206,15.3811,1722
Panther_office_Graham,power_active_kw,seasonal_naive_168h,6.667,10.8822,1722
Panther_office_Hannah,power_active_kw,hour_of_week_profile,2.3599,83.6467,1750
Panther_office_Hannah,power_active_kw,seasonal_naive_168h,1.5791,42.9018,1750
Panther_office_Jeane,power_active_kw,hour_of_week_profile,4.463,26.8016,1750
Panther_office_Jeane,power_active_kw,seasonal_naive_168h,4.0852,23.2919,1750
Panther_office_Jesus,power_active_kw,hour_of_week_profile,18.0524,26.3967,1750
Panther_office_Jesus,power_active_kw,seasonal_naive_168h,14.3328,19.2116,1750
Panther_office_Karla,power_active_kw,hour_of_week_profile,11.1898,51.7235,1750
Panther_office_Karla,power_active_kw,seasonal_naive_168h,8.2953,28.5489,1750
Panther_office_Kristen,power_active_kw,hour_of_week_profile,28.6889,42.0957,1750
Panther_office_Kristen,power_active_kw,seasonal_naive_168h,10.9237,19.7817,1750
Panther_office_Larry,power_active_kw,hour_of_week_profile,7.7907,21.1226,1750
Panther_office_Larry,power_active_kw,seasonal_naive_168h,5.6359,13.1038,1750
Panther_office_Lauretta,power_active_kw,hour_of_week_profile,13.2352,8.7738,1750
Panther_office_Lauretta,power_active_kw,seasonal_naive_168h,18.1494,11.6931,1750
Panther_office_Lavinia,power_active_kw,hour_of_week_profile,3.1988,11.5468,1750
Panther_office_Lavinia,power_active_kw,seasonal_naive_168h,3.9636,15.3356,1750
Panther_office_Lois,power_active_kw,hour_of_week_profile,29.9835,24.6302,1750
Panther_office_Lois,power_active_kw,seasonal_naive_168h,13.1813,10.6248,1749
Panther_office_Otto,power_active_kw,hour_of_week_profile,17.3365,7.6498,1750
Panther_office_Otto,power_active_kw,seasonal_naive_168h,19.2499,8.5746,1750
Panther_office_Patti,power_active_kw,hour_of_week_profile,31.8495,6.9667,1750
Panther_office_Patti,power_active_kw,seasonal_naive_168h,42.1627,9.2323,1750
Panther_office_Ruthie,power_active_kw,hour_of_week_profile,17.1898,12.6292,1750
Panther_office_Ruthie,power_active_kw,seasonal_naive_168h,11.6624,9.0322,1750
Panther_office_Shauna,power_active_kw,hour_of_week_profile,15.8696,14.2499,1750
Panther_office_Shauna,power_active_kw,seasonal_naive_168h,15.8879,15.6842,1750
Panther_office_Taryn,power_active_kw,hour_of_week_profile,9.4404,14.2129,1750
Panther_office_Taryn,power_active_kw,seasonal_naive_168h,7.7088,11.2521,1750
Panther_office_Valarie,power_active_kw,hour_of_week_profile,9.4811,34.3429,1750
Panther_office_Valarie,power_active_kw,seasonal_naive_168h,10.8931,43.2468,1750
Peacock_education_Anita,power_active_kw,hour_of_week_profile,2.3909,33.0804,1746
Peacock_education_Anita,power_active_kw,seasonal_naive_168h,1.7509,20.2467,1745
Peacock_education_Dustin,power_active_kw,hour_of_week_profile,4.0146,10.153,1746
Peacock_education_Dustin,power_active_kw,seasonal_naive_168h,5.286,12.9468,1746
Peacock_education_Forest,power_active_kw,hour_of_week_profile,9.9086,10.9123,1747
Peacock_education_Forest,power_active_kw,seasonal_naive_168h,12.0225,13.4367,1747
Peacock_education_Gilberto,power_active_kw,hour_of_week_profile,51.4842,4.9509,1752
Peacock_education_Gilberto,power_active_kw,seasonal_naive_168h,51.5073,4.9566,1752
Peacock_education_Joshua,power_active_kw,hour_of_week_profile,19.3162,4.0746,1746
Peacock_education_Joshua,power_active_kw,seasonal_naive_168h,14.8274,3.1783,1746
Peacock_education_Karyn,power_active_kw,hour_of_week_profile,11.8436,2.4632,1748
Peacock_education_Karyn,power_active_kw,seasonal_naive_168h,13.3129,2.7821,1748
Peacock_education_Lyle,power_active_kw,hour_of_week_profile,62.2938,11.281,1752
Peacock_education_Lyle,power_active_kw,seasonal_naive_168h,60.27,10.3746,1752
Peacock_education_Ophelia,power_active_kw,hour_of_week_profile,16.7264,2.3467,1752
Peacock_education_Ophelia,power_active_kw,seasonal_naive_168h,20.5307,2.8914,1752
Peacock_education_Pasquale,power_active_kw,hour_of_week_profile,7.0977,3.9166,1750
Peacock_education_Pasquale,power_active_kw,seasonal_naive_168h,9.3738,5.1535,1750
Peacock_education_Patience,power_active_kw,hour_of_week_profile,4.4331,20.9693,1752
Peacock_education_Patience,power_active_kw,seasonal_naive_168h,3.2916,14.7079,1752
Peacock_education_Robbie,power_active_kw,hour_of_week_profile,7.9447,26.6065,1752
Peacock_education_Robbie,power_active_kw,seasonal_naive_168h,11.0738,35.2964,1752
Peacock_education_Shelly,power_active_kw,hour_of_week_profile,4.7335,4.0518,1742
Peacock_education_Shelly,power_active_kw,seasonal_naive_168h,4.9333,4.2483,1739
Peacock_education_Yolanda,power_active_kw,hour_of_week_profile,3.2122,10.1113,1752
Peacock_education_Yolanda,power_active_kw,seasonal_naive_168h,2.5825,7.8885,1752
Peacock_office_Annie,power_active_kw,hour_of_week_profile,11.7211,16.1931,1752
Peacock_office_Annie,power_active_kw,seasonal_naive_168h,11.4642,15.6696,1752
Peacock_office_Burl,power_active_kw,hour_of_week_profile,5.5684,10.4539,1752
Peacock_office_Burl,power_active_kw,seasonal_naive_168h,5.837,10.3694,1752
Peacock_office_Dara,power_active_kw,hour_of_week_profile,29.7884,16.1792,1746
Peacock_office_Dara,power_active_kw,seasonal_naive_168h,26.9496,17.511,1746
Peacock_office_Effie,power_active_kw,hour_of_week_profile,11.6729,14.7477,1752
Peacock_office_Effie,power_active_kw,seasonal_naive_168h,14.2083,17.3025,1752
Peacock_office_Elton,power_active_kw,hour_of_week_profile,12.8513,9.2234,1752
Peacock_office_Elton,power_active_kw,seasonal_naive_168h,15.3916,10.8701,1752
Peacock_office_Julian,power_active_kw,hour_of_week_profile,3.8953,18.5928,1752
Peacock_office_Julian,power_active_kw,seasonal_naive_168h,5.2447,25.5648,1752
Peacock_office_Major,power_active_kw,hour_of_week_profile,8.5991,4.4109,1746
Peacock_office_Major,power_active_kw,seasonal_naive_168h,10.0774,5.1011,1746
Peacock_office_Norman,power_active_kw,hour_of_week_profile,5.9483,15.5546,1752
Peacock_office_Norman,power_active_kw,seasonal_naive_168h,6.8506,19.3973,1752
Rat_education_Adell,power_active_kw,hour_of_week_profile,24.054,18.2476,1718
Rat_education_Adell,power_active_kw,seasonal_naive_168h,19.9605,13.5724,1717
Rat_education_Adrian,power_active_kw,hour_of_week_profile,25.7125,54.6203,1738
Rat_education_Adrian,power_active_kw,seasonal_naive_168h,9.5722,19.3262,1737
Rat_education_Alfonso,power_active_kw,hour_of_week_profile,147.3266,90.1345,1738
Rat_education_Alfonso,power_active_kw,seasonal_naive_168h,23.8958,13.9233,1737
Rat_education_Alfred,power_active_kw,hour_of_week_profile,99.3223,66.5943,1697
Rat_education_Alfred,power_active_kw,seasonal_naive_168h,20.319,11.3482,1661
Rat_education_Barbara,power_active_kw,hour_of_week_profile,0.3362,24.4345,1742
Rat_education_Barbara,power_active_kw,seasonal_naive_168h,0.0886,10.909,1741
Rat_education_Barney,power_active_kw,hour_of_week_profile,9.1195,28.9815,1733
Rat_education_Barney,power_active_kw,seasonal_naive_168h,7.9658,24.2949,1733
Rat_education_Beverly,power_active_kw,hour_of_week_profile,180.407,2647.1296,1752
Rat_education_Beverly,power_active_kw,seasonal_naive_168h,70.2043,1901.1661,1751
Rat_education_Brett,power_active_kw,hour_of_week_profile,38.8434,286.7255,1743
Rat_education_Brett,power_active_kw,seasonal_naive_168h,25.7131,126.8658,1743
Rat_education_Bryant,power_active_kw,hour_of_week_profile,5.7106,11.6796,1742
Rat_education_Bryant,power_active_kw,seasonal_naive_168h,5.4281,10.7522,1741
Rat_education_Calvin,power_active_kw,hour_of_week_profile,18.5968,39.4464,1747
Rat_education_Calvin,power_active_kw,seasonal_naive_168h,4.8746,16.2213,1746
Rat_education_Candida,power_active_kw,hour_of_week_profile,28.4172,17.0939,1742
Rat_education_Candida,power_active_kw,seasonal_naive_168h,31.2184,19.2923,1741
Rat_education_Carmela,power_active_kw,hour_of_week_profile,10.796,13.1603,1742
Rat_education_Carmela,power_active_kw,seasonal_naive_168h,10.6528,12.6062,1741
Rat_education_Cecil,power_active_kw,hour_of_week_profile,20.4379,49.3506,1738
Rat_education_Cecil,power_active_kw,seasonal_naive_168h,6.5538,14.3384,1737
Rat_education_Cedric,power_active_kw,hour_of_week_profile,18.2156,27.1045,1747
Rat_education_Cedric,power_active_kw,seasonal_naive_168h,12.1982,16.446,1746
Rat_education_Cinthia,power_active_kw,hour_of_week_profile,6.1647,49.294,1742
Rat_education_Cinthia,power_active_kw,seasonal_naive_168h,1.161,18.483,1741
Rat_education_Colin,power_active_kw,hour_of_week_profile,45.5483,553.9314,1738
Rat_education_Colin,power_active_kw,seasonal_naive_168h,3.9732,53.4471,1737
Rat_education_Conrad,power_active_kw,hour_of_week_profile,88.9114,96.1345,1743
Rat_education_Conrad,power_active_kw,seasonal_naive_168h,46.6429,45.0384,1743
Rat_education_Dana,power_active_kw,hour_of_week_profile,24.9581,36.9541,1747
Rat_education_Dana,power_active_kw,seasonal_naive_168h,11.7705,16.3727,1745
Rat_education_Dann,power_active_kw,hour_of_week_profile,46.499,30.3434,1747
Rat_education_Dann,power_active_kw,seasonal_naive_168h,15.3899,9.7507,1746
Rat_education_Davis,power_active_kw,hour_of_week_profile,38.6345,91.6388,1733
Rat_education_Davis,power_active_kw,seasonal_naive_168h,3.5111,8.1157,1733
Rat_education_Deanna,power_active_kw,hour_of_week_profile,19.4373,32.2231,1742
Rat_education_Deanna,power_active_kw,seasonal_naive_168h,9.5021,12.7503,1741
Rat_education_Debra,power_active_kw,hour_of_week_profile,29.387,37.2157,1738
Rat_education_Debra,power_active_kw,seasonal_naive_168h,8.1911,9.9742,1738
Rat_education_Dianne,power_active_kw,hour_of_week_profile,12.4119,9.4906,768
Rat_education_Dianne,power_active_kw,seasonal_naive_168h,0.643,0.4903,696
Rat_education_Dreama,power_active_kw,hour_of_week_profile,10.5,17.2851,1674
Rat_education_Dreama,power_active_kw,seasonal_naive_168h,5.8155,11.8708,1506
Rat_education_Earl,power_active_kw,hour_of_week_profile,35.5847,28.9128,1738
Rat_education_Earl,power_active_kw,seasonal_naive_168h,19.5254,15.4973,1737
Rat_education_Earnest,power_active_kw,hour_of_week_profile,11.5117,26.2416,1742
Rat_education_Earnest,power_active_kw,seasonal_naive_168h,6.7402,13.5561,1741
Rat_education_Edmund,power_active_kw,hour_of_week_profile,19.1674,48.8802,293
Rat_education_Edmund,power_active_kw,seasonal_naive_168h,20.1847,51.6701,293
Rat_education_Elisa,power_active_kw,hour_of_week_profile,8.6095,30.4835,1747
Rat_education_Elisa,power_active_kw,seasonal_naive_168h,6.8598,21.5995,1746
Rat_education_Elsie,power_active_kw,hour_of_week_profile,2.9923,62.1189,1747
Rat_education_Elsie,power_active_kw,seasonal_naive_168h,3.8539,59.9139,1746
Rat_education_Esther,power_active_kw,hour_of_week_profile,19.809,25.8958,1742
Rat_education_Esther,power_active_kw,seasonal_naive_168h,19.0102,21.6899,1741
Rat_education_Everett,power_active_kw,hour_of_week_profile,24.6923,16.6977,1747
Rat_education_Everett,power_active_kw,seasonal_naive_168h,19.7423,12.2637,1746
Rat_education_Fernando,power_active_kw,hour_of_week_profile,10.4455,22.2557,1742
Rat_education_Fernando,power_active_kw,seasonal_naive_168h,8.9418,17.7088,1741
Rat_education_Francisca,power_active_kw,hour_of_week_profile,17.4359,22.7962,1656
Rat_education_Francisca,power_active_kw,seasonal_naive_168h,13.3999,21.7781,1488
Rat_education_Gricelda,power_active_kw,hour_of_week_profile,8.2437,40.2374,1747
Rat_education_Gricelda,power_active_kw,seasonal_naive_168h,7.7745,31.1695,1746
Rat_education_Guillermo,power_active_kw,hour_of_week_profile,16.9844,18.6755,1738
Rat_education_Guillermo,power_active_kw,seasonal_naive_168h,17.1172,17.3731,1737
Rat_education_Humberto,power_active_kw,hour_of_week_profile,57.9833,225.1986,1703
Rat_education_Humberto,power_active_kw,seasonal_naive_168h,38.4614,110.6955,1671
Rat_education_Imelda,power_active_kw,hour_of_week_profile,0.0893,3.3276,1742
Rat_education_Imelda,power_active_kw,seasonal_naive_168h,0.0812,3.0665,1741
Rat_education_Irma,power_active_kw,hour_of_week_profile,13.6853,23.4856,1742
Rat_education_Irma,power_active_kw,seasonal_naive_168h,9.5334,14.8459,1741
Rat_education_Jacob,power_active_kw,hour_of_week_profile,9.7248,18.5338,1742
Rat_education_Jacob,power_active_kw,seasonal_naive_168h,9.5351,18.0824,1741
Rat_education_Jame,power_active_kw,hour_of_week_profile,8.7619,13.6464,1741
Rat_education_Jame,power_active_kw,seasonal_naive_168h,11.9485,18.5474,1740
Rat_education_Jeanne,power_active_kw,hour_of_week_profile,8.5005,18.2194,1738
Rat_education_Jeanne,power_active_kw,seasonal_naive_168h,6.6597,13.321,1737
Rat_education_Jena,power_active_kw,hour_of_week_profile,21.2181,13.911,1738
Rat_education_Jena,power_active_kw,seasonal_naive_168h,15.3496,10.0583,1737
Rat_education_Jesse,power_active_kw,hour_of_week_profile,14.8013,110.1545,1747
Rat_education_Jesse,power_active_kw,seasonal_naive_168h,0.518,3.635,1746
Rat_education_Kandice,power_active_kw,hour_of_week_profile,34.224,99.5033,1747
Rat_education_Kandice,power_active_kw,seasonal_naive_168h,34.6976,97.6505,1747
Rat_education_Kathryn,power_active_kw,hour_of_week_profile,62.1803,13.0236,1752
Rat_education_Kathryn,power_active_kw,seasonal_naive_168h,42.4717,8.0296,1752
Rat_education_Keith,power_active_kw,hour_of_week_profile,20.6748,20.061,1747
Rat_education_Keith,power_active_kw,seasonal_naive_168h,16.4629,14.9452,1746
Rat_education_Kelsey,power_active_kw,hour_of_week_profile,43.0821,41.3348,1747
Rat_education_Kelsey,power_active_kw,seasonal_naive_168h,25.1088,25.3051,1746
Rat_education_Lee,power_active_kw,hour_of_week_profile,63.6486,18.4853,1752
